"No.","Time","Source","Destination","Protocol","Length","Info"
"756","0.073947","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"757","0.073949","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"758","0.073950","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"759","0.073951","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"760","0.073961","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"761","0.073962","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"762","0.073963","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"763","0.073964","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"764","0.073965","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"765","0.073966","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"766","0.073967","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"767","0.073968","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"768","0.073969","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"769","0.073970","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"770","0.073972","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"771","0.073973","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"772","0.073974","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"773","0.073975","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"774","0.073976","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"775","0.074258","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"776","0.074264","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"777","0.074266","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"778","0.074267","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"779","0.074268","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"780","0.074269","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"781","0.074270","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"782","0.074271","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"783","0.074272","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"784","0.074274","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"785","0.074275","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"786","0.074276","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"787","0.074277","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"788","0.074278","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"789","0.074283","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"790","0.074284","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"791","0.074286","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"792","0.074287","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"793","0.074288","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"794","0.074289","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"795","0.074290","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"796","0.074291","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"797","0.074292","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"798","0.074293","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"799","0.074294","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"800","0.074296","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"801","0.074443","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"802","0.074448","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"803","0.074449","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"804","0.074450","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"805","0.074451","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"806","0.074452","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"829","0.074737","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"830","0.074738","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"831","0.074739","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"832","0.074740","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"833","0.074741","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"834","0.074742","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"835","0.074743","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"836","0.074744","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"838","0.074746","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"840","0.074946","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"842","0.074951","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"844","0.074962","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"845","0.074963","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"848","0.074966","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"850","0.074968","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"852","0.074971","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"854","0.074973","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"856","0.074975","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"858","0.074977","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"860","0.075237","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"862","0.075246","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"864","0.075249","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"866","0.075251","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"868","0.075254","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"870","0.075256","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"872","0.075258","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"874","0.075261","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"876","0.075263","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"878","0.075265","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"880","0.075267","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"883","0.075271","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"885","0.075493","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"887","0.075496","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"889","0.075498","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"891","0.075500","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"893","0.075503","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"895","0.075505","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"897","0.075508","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"899","0.075510","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"901","0.075512","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"902","0.075514","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"903","0.075515","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"904","0.075516","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"905","0.075721","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"906","0.075725","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"907","0.075726","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"908","0.075730","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"909","0.075731","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"910","0.075732","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"911","0.075733","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"912","0.075734","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"914","0.075736","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"916","0.075738","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"918","0.075740","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"920","0.075742","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"922","0.075744","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"924","0.075747","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"926","0.075949","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"928","0.075952","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"930","0.075954","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"932","0.075956","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"934","0.075958","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"936","0.075960","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"938","0.075962","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"940","0.075964","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"942","0.075966","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"944","0.075969","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"947","0.076280","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"949","0.076283","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"951","0.076285","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"953","0.076287","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"955","0.076289","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"957","0.076292","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"958","0.076293","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"959","0.076294","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"961","0.076296","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"963","0.076299","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"965","0.076301","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"968","0.076304","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"970","0.076458","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"972","0.076474","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"974","0.076476","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"976","0.076478","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"978","0.076481","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"980","0.076483","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"982","0.076485","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"984","0.076488","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"986","0.076491","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"988","0.076493","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"990","0.076723","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"992","0.076725","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"995","0.076728","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"996","0.076729","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"998","0.076731","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1000","0.076733","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1002","0.076735","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1004","0.076737","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1006","0.076739","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1009","0.076742","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1010","0.076744","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1012","0.076945","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1015","0.076949","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1017","0.076960","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1019","0.076962","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1021","0.076964","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1023","0.076966","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1025","0.076968","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1027","0.076970","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1029","0.076972","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1031","0.077245","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1033","0.077248","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1035","0.077250","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1037","0.077252","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1039","0.077254","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1041","0.077257","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1043","0.077259","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1045","0.077262","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1047","0.077264","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1049","0.077266","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1051","0.077268","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1052","0.077269","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1053","0.077271","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1054","0.077461","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1055","0.077466","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1056","0.077476","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1057","0.077477","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1058","0.077478","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1059","0.077479","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1060","0.077480","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1061","0.077482","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1062","0.077483","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1064","0.077485","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1066","0.077487","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1067","0.077488","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1069","0.077490","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1071","0.077492","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1073","0.077495","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1075","0.077740","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1077","0.077743","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1079","0.077745","172.16.0.22","172.16.0.62","MEMCACHE","1442","MEMCACHE Continuation"
"1081","0.077747","172.16.0.22","172.16.0.62","MEMCACHE","1089","MEMCACHE Continuation"
"1127","0.078240","172.16.0.22","172.16.0.62","MEMCACHE","57","MEMCACHE Continuation"
